//ICES_parameter_mapping,,,,,,,,,,,,,,,,,,,,
//<subject>ICES:LOCAL:Pressure</subject><object>ICES:P01::PRESPR01</object><units>ICES:P06::UPDB</units>,,,,,,,,,,,,,,,,,,,,
//<subject>ICES:LOCAL:Temperature</subject><object>ICES:P01::TEMPPR01</object><units>ICES:P06::UPAA</units>,,,,,,,,,,,,,,,,,,,,
//<subject>ICES:LOCAL:Practical Salinity</subject><object>ICES:P01::PSALPR01</object><units>ICES:P06::UUUU</units>,,,,,,,,,,,,,,,,,,,,
//<subject>ICES:LOCAL:Dissolved Oxygen</subject><object>ICES:P01::DOXYZZXX</object><units>ICES:P06::UMLL</units>,,,,,,,,,,,,,,,,,,,,
//,,,,,,,,,,,,,,,,,,,,
Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],Platform Code [C17],Device Category Code [L05],Distributor Code [EDMO],Custodian Code [EDMO],Originator Code [EDMO],Project Code [EDMERP],Pressure [dbar],QV:ODV:Pressure [dbar],Temperature [degC],QV:ODV:Temperature [degC],Practical Salinity [dmnless],QV:ODV:Practical Salinity [dmnless],Dissolved Oxygen [ml/l],QV:ODV:Dissolved Oxygen [ml/l]
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,1,0,16.8614,0,6.4662,0,6.4412,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,2,0,16.8547,0,6.4660,0,6.4475,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,3,0,16.8531,0,6.4660,0,6.4295,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,4,0,16.8527,0,6.4661,0,6.4232,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,5,0,16.8526,0,6.4662,0,6.4322,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,6,0,16.8503,0,6.4662,0,6.4539,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,7,0,16.8491,0,6.4662,0,6.4434,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,8,0,16.8493,0,6.4662,0,6.4301,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,9,0,16.8469,0,6.4664,0,6.4461,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,10,0,16.8394,0,6.4672,0,6.4740,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,11,0,16.8396,0,6.4672,0,6.4585,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,12,0,16.8438,0,6.4665,0,6.4711,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,13,0,16.8451,0,6.4663,0,6.4518,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,14,0,16.8461,0,6.4662,0,6.4817,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,15,0,16.8469,0,6.4661,0,6.4856,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,16,0,16.8475,0,6.4661,0,6.4934,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,17,0,16.8477,0,6.4661,0,6.5033,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,18,0,16.8470,0,6.4662,0,6.5099,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,19,0,16.8463,0,6.4663,0,6.5037,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,20,0,16.8464,0,6.4663,0,6.5024,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,21,0,16.8384,0,6.4673,0,6.5126,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,22,0,16.8275,0,6.4687,0,6.5047,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,23,0,16.8247,0,6.4690,0,6.4805,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,24,0,16.8214,0,6.4693,0,6.5155,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,25,0,16.8138,0,6.4699,0,6.5185,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,26,0,16.8024,0,6.4709,0,6.5022,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,27,0,16.7978,0,6.4713,0,6.5041,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,28,0,16.7948,0,6.4714,0,6.4951,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,29,0,16.7880,0,6.4712,0,6.4761,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,30,0,16.7803,0,6.4713,0,5.9675,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,31,0,16.7126,0,6.4694,0,5.4691,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,32,0,16.3573,0,6.4580,0,5.2505,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,33,0,15.3580,0,6.4340,0,5.1764,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,34,0,14.2238,0,6.4118,0,5.2011,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,35,0,13.3093,0,6.3916,0,5.2288,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,36,0,12.4614,0,6.3687,0,5.1016,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,37,0,12.0635,0,6.3753,0,5.1058,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,38,0,11.7804,0,6.3739,0,5.0993,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,39,0,10.7955,0,6.3419,0,5.1999,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,40,0,9.8325,0,6.3480,0,5.5199,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,41,0,8.7751,0,6.3782,0,5.5832,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,42,0,7.7906,0,6.4134,0,0.0000,0
20239001,1,C,2023-09-20T20:09Z,59.712333,23.923667,62,34A1,130,5013,5013,5013,11272,43,0,7.3204,0,6.4649,0,0.0000,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,1,0,16.8642,0,6.2256,0,6.0728,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,2,0,16.8635,0,6.4634,0,6.0890,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,3,0,16.8645,0,6.4753,0,6.0426,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,4,0,16.8650,0,6.4756,0,5.9943,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,5,0,16.8658,0,6.4756,0,5.9493,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,6,0,16.8670,0,6.4757,0,5.8876,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,7,0,16.8661,0,6.4759,0,5.8762,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,8,0,16.8653,0,6.4760,0,6.1003,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,9,0,16.8646,0,6.4757,0,5.8603,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,10,0,16.8643,0,6.4755,0,5.8884,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,11,0,16.8642,0,6.4756,0,5.8708,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,12,0,16.8637,0,6.4757,0,5.6687,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,13,0,16.8628,0,6.4757,0,5.7439,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,14,0,16.8620,0,6.4758,0,5.9917,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,15,0,16.8624,0,6.4758,0,6.2369,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,16,0,16.8623,0,6.4757,0,6.3256,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,17,0,16.8568,0,6.4758,0,6.3617,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,18,0,16.8515,0,6.4759,0,6.4525,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,19,0,16.8476,0,6.4761,0,6.4336,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,20,0,16.8444,0,6.4762,0,6.4376,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,21,0,16.8357,0,6.4765,0,6.4306,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,22,0,16.8254,0,6.4771,0,6.4417,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,23,0,16.8128,0,6.4778,0,6.4545,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,24,0,16.8075,0,6.4782,0,6.4659,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,25,0,16.8027,0,6.4786,0,6.4470,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,26,0,16.7941,0,6.4792,0,6.4056,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,27,0,16.7646,0,6.4806,0,6.3548,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,28,0,16.7421,0,6.4820,0,5.8813,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,29,0,16.6498,0,6.4850,0,5.2689,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,30,0,16.0349,0,6.4883,0,5.2217,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,31,0,14.7091,0,6.4700,0,5.1962,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,32,0,13.3832,0,6.4516,0,5.0338,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,33,0,12.7365,0,6.4539,0,5.1391,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,34,0,11.4868,0,6.4173,0,5.2331,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,35,0,10.5735,0,6.4229,0,5.2746,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,36,0,10.3235,0,6.4645,0,5.4922,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,37,0,9.8281,0,6.4876,0,5.4426,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,38,0,9.2106,0,6.5254,0,5.4875,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,39,0,8.5795,0,6.5556,0,5.8144,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,40,0,7.5094,0,6.5789,0,5.9791,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,41,0,6.4094,0,6.6620,0,6.1811,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,42,0,5.8249,0,6.7611,0,6.1874,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,43,0,5.4874,0,6.8653,0,6.2962,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,44,0,5.3725,0,6.9281,0,6.0247,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,45,0,5.1373,0,6.9931,0,5.9534,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,46,0,4.8042,0,7.1070,0,5.9042,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,47,0,4.7088,0,7.1714,0,6.4002,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,48,0,4.4815,0,7.2105,0,6.2555,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,49,0,4.3440,0,7.2512,0,6.1610,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,50,0,4.3648,0,7.2795,0,6.3064,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,51,0,4.3217,0,7.3235,0,5.5440,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,52,0,4.1305,0,7.3746,0,5.1240,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,53,0,4.3414,0,7.4761,0,5.1812,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,54,0,4.3993,0,7.4993,0,5.2340,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,55,0,4.3641,0,7.5221,0,5.4573,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,56,0,4.2514,0,7.5475,0,5.3582,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,57,0,4.1095,0,7.5896,0,5.2258,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,58,0,4.0848,0,7.6185,0,5.0567,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,59,0,4.1216,0,7.6709,0,4.8773,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,60,0,4.1416,0,7.7235,0,4.8094,0
20239001,2,C,2023-09-21T00:38Z,59.628500,23.239333,68,34A1,130,5013,5013,5013,11272,61,0,4.1500,0,7.7584,0,4.8243,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,1,0,14.2999,0,5.4869,0,7.1946,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,2,0,14.2986,0,5.4870,0,7.1902,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,3,0,14.2952,0,5.4870,0,7.2036,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,4,0,14.2936,0,5.4869,0,7.1720,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,5,0,14.2937,0,5.4870,0,7.2095,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,6,0,14.2934,0,5.4870,0,7.2167,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,7,0,14.2935,0,5.4870,0,7.2247,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,8,0,14.2934,0,5.4871,0,7.1998,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,9,0,14.2939,0,5.4872,0,7.2135,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,10,0,14.2949,0,5.4873,0,7.2200,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,11,0,14.2951,0,5.4874,0,7.2200,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,12,0,14.2951,0,5.4873,0,7.2309,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,13,0,14.2955,0,5.4875,0,7.2255,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,14,0,14.2954,0,5.4875,0,7.2282,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,15,0,14.2952,0,5.4873,0,7.2207,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,16,0,14.2958,0,5.4876,0,7.2523,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,17,0,14.2962,0,5.4876,0,7.1296,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,18,0,14.2950,0,5.4876,0,6.6308,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,19,0,14.2505,0,5.4876,0,6.9859,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,20,0,13.3741,0,5.4756,0,7.2332,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,21,0,10.1570,0,5.4212,0,7.6878,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,22,0,7.8918,0,5.4170,0,8.0037,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,23,0,7.1631,0,5.4358,0,8.0335,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,24,0,6.6138,0,5.4538,0,8.1271,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,25,0,6.3451,0,5.4752,0,8.2384,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,26,0,5.9629,0,5.4887,0,8.2911,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,27,0,5.4636,0,5.4992,0,8.3629,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,28,0,5.1593,0,5.5136,0,8.5458,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,29,0,4.8919,0,5.5243,0,8.6112,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,30,0,4.5461,0,5.5407,0,8.6816,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,31,0,4.3184,0,5.5551,0,8.7094,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,32,0,4.1544,0,5.5686,0,8.6401,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,33,0,3.9503,0,5.5777,0,8.6141,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,34,0,3.8033,0,5.5844,0,8.6281,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,35,0,3.7015,0,5.5915,0,8.8909,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,36,0,3.6079,0,5.5991,0,8.9592,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,37,0,3.5736,0,5.6113,0,8.9103,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,38,0,3.4562,0,5.6172,0,9.0581,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,39,0,3.3717,0,5.6225,0,9.1189,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,40,0,3.3194,0,5.6279,0,9.0950,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,41,0,3.2601,0,5.6354,0,9.0629,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,42,0,3.1271,0,5.6412,0,8.9847,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,43,0,3.0004,0,5.6458,0,8.8743,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,44,0,2.9198,0,5.6527,0,8.4467,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,45,0,2.9087,0,5.6626,0,8.1738,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,46,0,2.9456,0,5.6878,0,8.1575,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,47,0,2.8869,0,5.7120,0,8.1348,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,48,0,2.8047,0,5.7347,0,8.0460,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,49,0,2.7238,0,5.7657,0,8.0405,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,50,0,2.6924,0,5.7890,0,8.0392,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,51,0,2.6143,0,5.8170,0,7.9741,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,52,0,2.5898,0,5.8288,0,7.9437,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,53,0,2.5564,0,5.8494,0,7.8225,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,54,0,2.5247,0,5.8843,0,7.6603,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,55,0,2.5471,0,5.9211,0,7.7167,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,56,0,2.5650,0,5.9535,0,7.3651,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,57,0,2.5994,0,5.9956,0,7.1073,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,58,0,2.7072,0,6.0571,0,7.0639,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,59,0,2.7842,0,6.0974,0,6.9439,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,60,0,2.8365,0,6.1275,0,6.9013,0
20239001,3,C,2023-09-21T21:13Z,60.835667,18.875000,69,34A1,130,5013,5013,5013,11272,61,0,2.9344,0,6.1774,0,6.8976,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,1,0,15.1175,0,4.5057,0,6.9763,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,2,0,15.1164,0,4.5073,0,6.9674,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,3,0,15.1186,0,4.5052,0,6.9784,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,4,0,15.1239,0,4.5002,0,6.9833,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,5,0,15.1220,0,4.5036,0,6.9950,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,6,0,15.1182,0,4.5106,0,7.0056,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,7,0,15.1165,0,4.5115,0,6.9666,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,8,0,15.1255,0,4.5017,0,6.9682,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,9,0,15.0903,0,4.5575,0,6.9507,0
20239001,4,C,2023-09-22T01:29Z,60.903500,18.171500,61,34A1,130,5013,5013,5013,11272,10,0,14.9914,0,4.6722,0,6.9174,0
